W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024,W025,W026,W027,W028,W029,W030,W031,W032,W033,W034,W035,W036,W037,W038,W039,W040,W041,W042,W043,W044,W045,W046,W047,W048,W049,W050,W051,W052,W053,W054,W055,W056,W057,W058,W059,W060,W061,W062,W063,W064,W065,W066,W067,W068,W069,W070,W071,W072,W073,W074,W075,W076,W077,W078,W079,W080,W081,W082,W083,W084,W085,W086,W087,W088,W089,W090,W091,W092,W093,W094,W095,W096,W097,W098,W099,W100,W101,W102,W103,W104,W105,W106,W107,W108,W109,W110,W111,W112,W113,W114,W115,W116,W117,W118,W119,W120,W121,W122,W123,W124,W125,W126,W127,W128,W129,W130,W131,W132,W133,W134,W135,W136,W137,W138,W139,W140,W141,W142,W143,W144,W145,W146,W147,W148,W149,W150,W151,W152,W153,W154,W155,W156,W157,W158,W159,W160,W161,W162,W163,W164,W165,W166,W167,W168,W169,W170,W171,W172,W173,W174,W175,W176,W177,W178,W179,W180,W181,W182,W183,W184,W185,W186,W187,W188,W189,W190,W191,W192,W193,W194,W195,W196,W197,W198,W199,W200,W201,W202,W203,W204,W205,W206,W207,W208,W209,W210,W211,W212,W213,W214,W215,W216,W217,W218,W219,W220,W221,W222,W223,W224,W225,W226,W227,W228,W229,W230,W231,W232,W233,W234,W235,W236,W237,W238,W239,W240
6,0,0,4,8,9,5,6,8,8,9,9,3,2,1,1,1,7,8,4,3,4,7,7,8,0,8,4,0,4,4,9,4,2,8,1,3,6,4,4,7,0,9,7,8,2,3,6,4,6,9,2,3,4,-49,2,8,6,5,9,2,1,9,3,2,-99,0,-42,0,-67,7,2,2,0,3,8,7,2,2,4,1,5,2,2,7,3,6,8,4,1,4,0,4,9,1,3,3,7,4,3,2,8,7,9,5,8,0,5,4,3,7,5,-74,8,6,5,7,6,6,4,8,-19,9,0,1,8,7,6,0,2,3,9,9,4,4,2,2,9,6,9,7,0,0,4,9,0,7,1,4,6,-71,8,5,2,7,7,6,5,4,3,5,5,1,7,0,8,1,7,6,2,2,5,-63,7,8,4,3,-56,9,7,6,2,4,2,0,2,8,0,1,5,6,8,4,8,3,3,1,8,9,-45,0,4,3,1,0,0,3,7,7,6,7,7,7,8,1,3,9,4,5,9,7,8,6,0,7,0,9,-64,7,0,9,6,4,7,1,3,8,3,6,8
0,1,1,4,5,5,1,1,1,1,1,-1998,0,0,0,1,1,0,0,0,5,0,0,0,0,1,1,9,9,7,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,8,0,6,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-6101,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,3,2,1,1,1,1,1,-1,0,0,0,0,1,0,0,0,0,0,-9000,0,0,0,1,6,8,0,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,5,7,9,8,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7,7,6,8,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,6,0,-6978,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,8,5,9,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2,0,2,8,9,1,-6843,-301,8,-47,6,-2674,0,2,4,4,7,3,3,2,8,8,0,7,0,6,1,7,2,6,9,9,7,9,2,9,4,2,4,6,9,5,9,8,8,8,5,6,0,1,3,3,2,-10,3,8,9,-106,1,6,6,8,3,9,5,2,4,1,9,8,7,6,3,2,8,2,6,0,3,1,4,1,-38,4,1,7,6,0,9,9,1,7,3,3,2,1,-64,4,1,2,4,7,8,6,0,9,2,8,2,9,4,5,0,7,-26,9,1,2,6,0,1,8,-78,1,8,4,6,-5973,6,4,9,2,-10,6,8,5,3,6,8,9,8,4,2,-7547,9,-27,0,2,3,0,1,4,6,3,9,4,6,6,2,8,9,1,5,8,8,3,0,7,5,2,6,5,4,6,0,7,3,3,2,9,5,5,-6932,8,4,0,2,3,3,0,5,0,5,8,-5994,8,9,-30,-6931,3,3,8,0,6,2,2,4,6,6,2,-6609,6,5,1,5,1,8,2,8,8,2,9,9,-47,1,6,0,8,2,5,9,2,9,0,4,3,2,3,1,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,-600,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-498,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
1,0,-1,0,-1,0,1,0,1,0,1,1,1,0,-1,0,1,0,1,0,1,-1,0,0,1,0,1,0,1,0,0,0,1,-1,1,0,1,0,1,0,0,0,1,0,0,0,1,-1,0,0,1,0,1,-1,1,-1,1,0,1,0,1,0,0,0,1,-1,3,0,1,-1,1,-1,1,0,1,0,1,-1,1,0,1,1,0,0,1,-1,1,0,1,1,1,-1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,-1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,-1,0,1,0,-1,-1,1,0,1,0,-1,0,1,0,1,0,1,0,0,0,1,0,1,-1,1,0,1,0,1,0,1,-1,1,0,1,0,0,0,1,0,1,0,-1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,-1,1,-1,1,0,1,0,1,0,1,-1,1,0,1,-1,1,0,1,0,1,0
0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,-1,-80,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,-1,0,-1,0,0,0,-1,0,0,-1,0,-1,0,1,0,1,0,0,0,-1,-1,0,0,-1,-1,0,0,0,-1,0,0,0,-1,-1,-1,0,1,1,0,1,-1,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0,-1,-1,0,0,0,0,-1,-1,0,0,0,0,1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,0,0
-30,0,-1,0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,1,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,0,1,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,1,1,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1
0,0,-1,0,0,-1,0,0,0,1,-98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,1,0,0,-50,0,0,-100,0,0,0,-1,0,0,-96,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,-100,0,1,8,-11,0,-1,1,0,0,0,0,0,-1,0,0,0,-1,0,0,-8,1,4,-95,0,0,-1,1,0,0,-1,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,-3,8,1,-1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,1,0,0,0,-1,2,-1,0,9,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,5,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0
0,6,8,-285,1,0,1,1,-176,-1,1,-1,1,1,1,1,7,1,1,1,1,1,1,1,0,3,4,1,-1,1,3,-1,-296,1,1,1,1,-275,1,1,1,1,1,-1,1,1,1,-279,-1,9,1,1,1,1,4,1,1,1,1,1,-1,1,1,1,-1,1,-275,1,1,1,-1,-1,0,-12,4,1,-1,-1,-4,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-7,-5,2,0,1,2,1,1,1,1,-1,1,1,1,1,1,1,0,1,1,0,1,-1,1,0,8,-4,-1,1,5,-1,1,1,1,-1,1,1,-1,1,1,1,1,1,1,1,1,1,1,7,-10,-1,1,1,5,0,-1,-1,0,1,1,1,1,1,1,-1,1,1,1,1,4,-1,0,5,6,4,1,0,7,1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,0,1,2,1,2,4,7,0,1,4,1,1,1,1,-1,1,-1,1,-1,1,1,-1,1,0,-1,0,1,0,-6,0,1,1,1,4,1,-1,-1,1,1,1,-8,1,-1,1,1,1,1,-1,1,1,1
0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-400,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0
0,0,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,-1,-1,0,-1,0,0,0,-1,-1,0,0,0,-1,0,0,-1,-1,0,-220,0,-1,0,0,1,-1,0,0,-1,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,-1,0,0,-1,-1,-1,0,-1,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,0,0
0,1,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,-1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,-1,0,1,0,0,0,1,1,0,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,1,0,0,0,0,3,1,0,0,0,0,8,0,0,0,0,0
0,-1,0,0,0,-1,-1,0,0,0,0,1,0,0,0,-1,0,-1,0,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,1,-450,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,-1,0,0,0,1,1,0,0,-1,-1,0,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,-1,-450,-1,-1,1,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-440,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,-1
0,0,0,-60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,-50,-47,-50,0,0,0,-50,-1,0,0,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,1,1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,1,0,-1,0,1,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,1,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,-90,0,-1,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0
0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-450,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,-1,-1,-1,0,1,0,-1,1,-1,0,1,0,-1,0,1,0,1,0,-1,0,0,0,1,1,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,0,0,1,-1,1,0,0,0,0,1,1,1,1,-1,1,1,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,2,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,-1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,-1,1,0,1,0,-1,0,1,0,1,0,0,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,-1,0,1,0,1,-1
0,0,0,-110,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,1,0,0,-50,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,-1,-1,-1,0,0,0,0,0,0,-1,0,0,-1,0,1,0,0,0,0,1,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,1,0,1,1,0,0,0,-1,0,0,0,1,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0
0,0,0,0,0,-1,-1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,-358,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,-1,0,0,-355,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,1,-1,-1,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,-1,0,0
0,0,0,-26,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,9,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0
5,4,2,3,1,-34,8,0,6,-49,1,9,8,8,0,6,5,3,9,3,8,9,3,2,8,7,0,2,9,6,7,0,5,1,0,0,1,6,7,3,-82,3,7,6,9,5,2,8,2,-68,1,2,2,8,2,5,2,8,-89,9,9,9,-108,3,7,1,8,0,0,8,1,7,3,7,3,4,4,1,0,6,7,1,5,3,4,1,7,3,4,6,6,0,3,6,7,1,2,7,2,2,1,2,2,4,5,6,6,6,1,9,8,9,4,0,0,6,8,7,3,9,9,6,0,2,2,6,8,5,0,1,9,5,9,0,4,2,8,-49,5,6,8,4,4,-30,9,8,5,7,3,8,5,6,5,4,5,8,-28,8,5,1,6,2,2,3,1,6,0,6,0,-21,1,-60,5,3,9,0,3,2,5,8,6,3,3,8,0,1,6,2,8,6,1,5,6,-40,9,2,5,2,2,7,6,1,1,3,4,3,2,9,5,4,6,8,7,6,1,8,7,3,2,0,6,1,4,2,6,7,3,7,0,3,6,5,6,9,1,-91,6,2,-77,0
4,7,1,2,9,5,4,8,1,0,3,5,4,8,4,4,4,-67,0,0,7,6,-77,0,3,8,-71,8,-124,-55,3,9,7,2,0,1,9,0,0,9,5,-5701,2,3,9,-4263,0,0,1,1,6,4,8,2,8,-9276,1,2,4,5,2,7,8,4,6,8,5,0,1,-63,3,3,8,7,5,8,9,7,1,1,5,8,0,-36,-24,4,3,8,9,1,4,2,9,9,5,9,8,0,9,8,3,4,1,9,4,2,1,-64,7,1,7,3,2,3,-9,9,3,0,-24,9,8,7,1,8,5,4,1,5,0,1,9,0,2,-9,0,2,9,3,3,-79,0,1,6,5,3,6,3,9,3,6,9,4,0,5,6,1,1,6,3,2,4,9,5,7,8,1,6,-8628,-75,9,2,9,8,5,6,0,6,-8615,0,-37,5,8,8,5,4,8,3,3,3,7,5,3,-14,2,9,5,0,2,1,6,7,3,0,8,3,9,9,8,2,1,5,8,8,4,9,8,6,6,0,1,2,7,9,5,3,4,6,4,0,8,6,9,4,1,5,1,4,2,8,3
0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-120,0,0,0,0,0,0,0,-1,0,0,1,0,-1,0,0,0,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,1,0,-1,0,-1,0,0,0,-1,0,0,0,0,-1,0,0,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0
